Category,Front,Back,Pronunciation,PartOfSpeech,Difficulty,Example,Tags
Entertainment & Leisure,Improvise,"કોઈ પૂર્વ તૈયારી વગર, તે જ ક્ષણે કંઈક રચીને રજૂ કરવું.",ઇમ્પ્રોવાઇઝ,verb,Advanced,The jazz musician loves to improvise during live shows.,Entertainment_&_Leisure; Music_&_Performing_Arts; Advanced
Entertainment & Leisure,Encore,પ્રેક્ષકોની માગણીથી કલાકાર દ્વારા આપવામાં આવતી વધારાની રજૂઆત.,આંકોર,noun,Advanced,"The crowd cheered loudly, demanding an encore.",Entertainment_&_Leisure; Music_&_Performing_Arts; Advanced
Entertainment & Leisure,Choreography,નૃત્યમાં પગલાં અને હલનચલનનો ક્રમ ગોઠવવાની કળા.,કોરિયોગ્રાફી,noun,Advanced,The choreography in the final scene was breathtaking.,Entertainment_&_Leisure; Music_&_Performing_Arts; Advanced
Entertainment & Leisure,Lyrics,ગીતના શબ્દો અથવા બોલ.,લિરિક્સ,noun,Intermediate,The lyrics of this song are deeply emotional.,Entertainment_&_Leisure; Music_&_Performing_Arts; Intermediate
Entertainment & Leisure,Rehearsal,જાહેર રજૂઆત માટેની તૈયારી રૂપે કરવામાં આવતી પ્રેક્ટિસ.,રિહર્સલ,noun,Intermediate,The final rehearsal went smoothly before opening night.,Entertainment_&_Leisure; Music_&_Performing_Arts; Intermediate
Entertainment & Leisure,Virtuoso,"કોઈ કળામાં, ખાસ કરીને સંગીતમાં, અસાધારણ કૌશલ્ય ધરાવતી વ્યક્તિ.",વર્ચ્યુઓસો,noun,Advanced,The young pianist is already a virtuoso.,Entertainment_&_Leisure; Music_&_Performing_Arts; Advanced
Entertainment & Leisure,Genre fiction,કોઈ ખાસ શ્રેણી — જેમ કે રહસ્ય કે પ્રેમકથા — પ્રમાણે લખાયેલી કાલ્પનિક વાર્તા.,ઝોન્ર ફિક્શન,noun,Advanced,He enjoys genre fiction like thrillers and science fiction.,Entertainment_&_Leisure; Books_&_Reading; Advanced
Entertainment & Leisure,Protagonist,"વાર્તાનું મુખ્ય પાત્ર, જેની આસપાસ આખી કથા ફરે છે.",પ્રોટેગનિસ્ટ,noun,Advanced,The protagonist faces a difficult moral choice.,Entertainment_&_Leisure; Books_&_Reading; Advanced
Entertainment & Leisure,Page-turner,એવું પુસ્તક જે એટલું રસપ્રદ હોય કે વાંચવાનું બંધ ન કરી શકાય.,પેજ-ટર્નર,noun,Intermediate,Her latest mystery is a real page-turner.,Entertainment_&_Leisure; Books_&_Reading; Intermediate
Entertainment & Leisure,Narrative,"જોડાયેલી ઘટનાઓનું મૌખિક કે લેખિત વર્ણન, એટલે કે કથા.",નેરેટિવ,noun,Advanced,The novel uses a first-person narrative throughout.,Entertainment_&_Leisure; Books_&_Reading; Advanced
Entertainment & Leisure,Memoir,"પુસ્તક જેમાં લેખક પોતાના જીવનના અનુભવો વિશે લખે છે, એટલે કે સંસ્મરણ.",મેમ્વાર,noun,Advanced,Her memoir describes her childhood in a small village.,Entertainment_&_Leisure; Books_&_Reading; Advanced
Entertainment & Leisure,Browse,"પુસ્તકો કે વસ્તુઓને નિરાંતે, કોઈ ઉતાવળ વગર જોવી.",બ્રાઉઝ,verb,Intermediate,I love to browse old bookshops on weekends.,Entertainment_&_Leisure; Books_&_Reading; Intermediate
Entertainment & Leisure,Anthology,એક જ પુસ્તકમાં ભેગાં કરેલાં લખાણો — જેમ કે કવિતાઓ કે વાર્તાઓ — નો સંગ્રહ.,એન્થોલોજી,noun,Advanced,The anthology features poems from twenty countries.,Entertainment_&_Leisure; Books_&_Reading; Advanced
Entertainment & Leisure,Knitting,સોય અને ઊનની મદદથી કાપડ કે કપડાં ગૂંથવાની કળા.,નિટિંગ,noun,Intermediate,She took up knitting during the long winter.,Entertainment_&_Leisure; Hobbies_&_Crafts; Intermediate
Entertainment & Leisure,Pottery,"માટીમાંથી વાસણો અને બીજી વસ્તુઓ બનાવવાની કળા, એટલે કે કુંભારકામ.",પોટરી,noun,Intermediate,She joined a pottery class to learn the wheel.,Entertainment_&_Leisure; Hobbies_&_Crafts; Intermediate
Entertainment & Leisure,Avid,કોઈ પ્રવૃત્તિ કે રુચિ માટે ખૂબ જ ઉત્સાહ ધરાવતું હોવું.,એવિડ,adjective,Advanced,He is an avid collector of old coins.,Entertainment_&_Leisure; Hobbies_&_Crafts; Advanced
Entertainment & Leisure,Tinker,"કોઈ વસ્તુમાં, ઘણીવાર શોખ ખાતર, નાનાં નાનાં ફેરફાર કર્યા કરવા.",ટિંકર,verb,Advanced,He loves to tinker with old radios in his free time.,Entertainment_&_Leisure; Hobbies_&_Crafts; Advanced
Entertainment & Leisure,Calligraphy,સુંદર અને સુશોભિત હસ્તાક્ષર બનાવવાની કળા.,કેલિગ્રાફી,noun,Advanced,She studies calligraphy as a relaxing hobby.,Entertainment_&_Leisure; Hobbies_&_Crafts; Advanced
Entertainment & Leisure,Gardening,"બગીચામાં છોડ ઉગાડવાની અને તેમની સંભાળ રાખવાની પ્રવૃત્તિ, એટલે કે બાગકામ.",ગાર્ડનિંગ,noun,Intermediate,Gardening keeps her active and calm.,Entertainment_&_Leisure; Hobbies_&_Crafts; Intermediate
Entertainment & Leisure,Dabble,"કોઈ પ્રવૃત્તિમાં ગંભીરતા વગર, માત્ર શોખ ખાતર થોડું થોડું ભાગ લેવો.",ડેબલ,verb,Advanced,She dabbles in painting whenever she has free time.,Entertainment_&_Leisure; Hobbies_&_Crafts; Advanced
Entertainment & Leisure,Strategy,"કોઈ ધ્યેય હાંસલ કરવા માટેની, ખાસ કરીને રમતમાં, કાળજીપૂર્વક ઘડેલી યોજના.",સ્ટ્રેટેજી,noun,Intermediate,Chess is a game that rewards careful strategy.,Entertainment_&_Leisure; Games_&_Activities; Intermediate
Entertainment & Leisure,Opponent,રમત કે સ્પર્ધામાં તમારી સામે રમતી અથવા હરીફાઈ કરતી વ્યક્તિ.,ઓપોનન્ટ,noun,Intermediate,She studied her opponent's moves carefully.,Entertainment_&_Leisure; Games_&_Activities; Intermediate
Entertainment & Leisure,Wager,કોઈ અનિશ્ચિત પરિણામ પર લગાવેલી શરત અથવા જોખમમાં મુકાયેલી રકમ.,વેજર,noun,Advanced,They placed a small wager on the cricket match.,Entertainment_&_Leisure; Games_&_Activities; Advanced
Entertainment & Leisure,Tournament,ઘણા ખેલાડીઓ કે ટીમો વચ્ચે અનેક રાઉન્ડમાં યોજાતી સ્પર્ધા.,ટુર્નામેન્ટ,noun,Intermediate,Our school won the inter-city chess tournament.,Entertainment_&_Leisure; Games_&_Activities; Intermediate
Entertainment & Leisure,Forfeit,દંડ રૂપે કોઈ હક કે રમત ગુમાવી દેવી અથવા જતી કરવી.,ફોર્ફિટ,verb,Advanced,The team had to forfeit the match for arriving late.,Entertainment_&_Leisure; Games_&_Activities; Advanced
Entertainment & Leisure,Recreational,કામ કે સ્પર્ધાને બદલે આનંદ અને આરામ માટે કરવામાં આવતું.,રિક્રિએશનલ,adjective,Advanced,He plays football purely for recreational reasons.,Entertainment_&_Leisure; Games_&_Activities; Advanced
Entertainment & Leisure,Mingle,"કોઈ સામાજિક પ્રસંગે જુદા જુદા લોકો સાથે ફરીને વાતચીત કરવી, ભળી જવું.",મિંગલ,verb,Advanced,She loves to mingle with new people at parties.,Entertainment_&_Leisure; Going_Out_&_Socialising; Advanced
Entertainment & Leisure,Venue,જ્યાં કોઈ કાર્યક્રમ કે મેળાવડો યોજાય તે સ્થળ.,વેન્યૂ,noun,Intermediate,We booked a beautiful venue for the wedding.,Entertainment_&_Leisure; Going_Out_&_Socialising; Intermediate
Entertainment & Leisure,Rendezvous,નક્કી કરેલા સમય અને સ્થળે ગોઠવેલી મુલાકાત.,રોન્ડેવૂ,noun,Advanced,They arranged a rendezvous at the old cafe.,Entertainment_&_Leisure; Going_Out_&_Socialising; Advanced
Entertainment & Leisure,Nightlife,કોઈ સ્થળે રાત્રે ઉપલબ્ધ મનોરંજન અને સામાજિક પ્રવૃત્તિઓ.,નાઇટલાઇફ,noun,Intermediate,The city is famous for its vibrant nightlife.,Entertainment_&_Leisure; Going_Out_&_Socialising; Intermediate
Entertainment & Leisure,Socialise,"આનંદ માટે બીજાઓ સાથે મૈત્રીપૂર્ણ રીતે સમય વિતાવવો, હળવુંમળવું.",સોશિયલાઇઝ,verb,Intermediate,We often socialise with our neighbours on weekends.,Entertainment_&_Leisure; Going_Out_&_Socialising; Intermediate
Entertainment & Leisure,Gathering,"એવો પ્રસંગ જ્યાં લોકોનું જૂથ સામાજિક રીતે ભેગું થાય, મેળાવડો.",ગેધરિંગ,noun,Intermediate,We hosted a small family gathering last Sunday.,Entertainment_&_Leisure; Going_Out_&_Socialising; Intermediate
Sports & Fitness,Athletics,"દોડ, કૂદકા અને ફેંકવાની રમતો — જેમ કે ટ્રેક અને ફીલ્ડની સ્પર્ધાઓ.",એથ્લેટિક્સ,noun,Intermediate,She trains in athletics every morning.,Sports_&_Fitness; Sports_Types_&_Vocabulary; Intermediate
Sports & Fitness,Spectator,જે વ્યક્તિ રમત કે મેચ જોવા આવે છે — પ્રેક્ષક.,સ્પેક્ટેટર,noun,Intermediate,The spectators cheered loudly when the goal was scored.,Sports_&_Fitness; Sports_Types_&_Vocabulary; Intermediate
Sports & Fitness,Referee,એ અધિકારી જે રમત પર નજર રાખે છે અને નિયમો પળાય તે જુએ છે — પંચ.,રેફરી,noun,Intermediate,The referee showed him a red card.,Sports_&_Fitness; Sports_Types_&_Vocabulary; Intermediate
Sports & Fitness,Tournament,ઘણી ટીમો કે ખેલાડીઓ વચ્ચે વિજેતા શોધવા રમાતી મેચોની શ્રેણી — સ્પર્ધા.,ટૂર્નામેન્ટ,noun,Intermediate,Our team reached the final of the tournament.,Sports_&_Fitness; Sports_Types_&_Vocabulary; Intermediate
Sports & Fitness,Amateur,પૈસા માટે નહીં પણ શોખ માટે રમત રમતો — બિન-વ્યાવસાયિક.,એમેચ્યોર,adjective,Advanced,He plays football at an amateur level.,Sports_&_Fitness; Sports_Types_&_Vocabulary; Advanced
Sports & Fitness,Underdog,જે ખેલાડી કે ટીમ હારે એવી અપેક્ષા હોય — નબળી ગણાતી બાજુ.,અંડરડોગ,noun,Advanced,The underdog team surprised everyone by winning.,Sports_&_Fitness; Sports_Types_&_Vocabulary; Advanced
Sports & Fitness,Draw,એવો પરિણામ જેમાં બંને બાજુનો સ્કોર સરખો હોવાથી કોઈ જીતતું નથી — બરાબરી.,ડ્રો,noun,Intermediate,The match ended in a goalless draw.,Sports_&_Fitness; Sports_Types_&_Vocabulary; Intermediate
Sports & Fitness,Endurance,લાંબા સમય સુધી થાક્યા વગર કઠણ કામ ચાલુ રાખવાની ક્ષમતા — સહનશક્તિ.,એન્ડ્યુરન્સ,noun,Advanced,Marathon runners need great endurance.,Sports_&_Fitness; Training_&_Exercise; Advanced
Sports & Fitness,Flexibility,શરીર સહેલાઈથી વાળવા અને ખેંચવાની ક્ષમતા — લચીલાપણું.,ફ્લેક્સિબિલિટી,noun,Intermediate,Yoga greatly improves your flexibility.,Sports_&_Fitness; Training_&_Exercise; Intermediate
Sports & Fitness,Warm-up,તાલીમ કે મેચ પહેલાં શરીરને તૈયાર કરવા કરાતી હળવી કસરત — વોર્મ-અપ.,વોર્મ-અપ,noun,Intermediate,Always do a warm-up before running.,Sports_&_Fitness; Training_&_Exercise; Intermediate
Sports & Fitness,Repetition,"કસરતની એક પૂરી હલચાલ, જે તાકાત વધારવા વારંવાર કરાય — પુનરાવર્તન.",રિપિટિશન,noun,Intermediate,Do twelve repetitions of each exercise.,Sports_&_Fitness; Training_&_Exercise; Intermediate
Sports & Fitness,Conditioning,નિયમિત તાલીમ દ્વારા શરીરને તંદુરસ્ત અને મજબૂત બનાવવાની પ્રક્રિયા.,કન્ડિશનિંગ,noun,Advanced,The coach designed a tough conditioning programme.,Sports_&_Fitness; Training_&_Exercise; Advanced
Sports & Fitness,Stamina,લાંબા સમય સુધી શારીરિક પ્રયત્ન ચાલુ રાખવાની ઊર્જા અને તાકાત — દમ.,સ્ટેમિના,noun,Intermediate,Swimming builds your stamina quickly.,Sports_&_Fitness; Training_&_Exercise; Intermediate
Sports & Fitness,Pace,કસરત દરમિયાન કોઈ વ્યક્તિ જે ગતિએ આગળ વધે કે તાલીમ લે — ગતિ.,પેસ,noun,Intermediate,She ran at a steady pace for an hour.,Sports_&_Fitness; Training_&_Exercise; Intermediate
Sports & Fitness,Championship,કોઈ રમતમાં શ્રેષ્ઠ ખેલાડી કે ટીમ નક્કી કરવાની સ્પર્ધા — ચૅમ્પિયનશિપ.,ચૅમ્પિયનશિપ,noun,Intermediate,They won the national championship last year.,Sports_&_Fitness; Competitions_&_Events; Intermediate
Sports & Fitness,Qualify,સ્પર્ધાના આગળના તબક્કામાં ભાગ લેવા જરૂરી સ્તર પ્રાપ્ત કરવું — ક્વોલિફાય થવું.,ક્વોલિફાય,verb,Intermediate,Our team qualified for the semi-final.,Sports_&_Fitness; Competitions_&_Events; Intermediate
Sports & Fitness,Knockout,સ્પર્ધાનો એ તબક્કો જ્યાં હારનાર તરત જ બહાર નીકળી જાય — નોકઆઉટ.,નોકઆઉટ,noun,Advanced,The tournament moves to the knockout stage tomorrow.,Sports_&_Fitness; Competitions_&_Events; Advanced
Sports & Fitness,Fixture,ચોક્કસ તારીખે રમાનારી નક્કી થયેલી રમત — ફિક્સ્ચર.,ફિક્સ્ચર,noun,Advanced,The next fixture is against our biggest rivals.,Sports_&_Fitness; Competitions_&_Events; Advanced
Sports & Fitness,Playoff,વિજેતા કે અંતિમ ક્રમ નક્કી કરવા રમાતી વધારાની રમત — પ્લેઓફ.,પ્લેઓફ,noun,Advanced,Our team made it to the playoffs this year.,Sports_&_Fitness; Competitions_&_Events; Advanced
Sports & Fitness,Comeback,રમતમાં પાછળ પડ્યા કે હાર્યા પછી ફરી સફળતા તરફ પાછા આવવું — કમબૅક.,કમબૅક,noun,Intermediate,The team staged an amazing comeback in the second half.,Sports_&_Fitness; Competitions_&_Events; Intermediate
